text	subject_id
visual poetry draw word mosaic with your poetry	0
monomial factor of polynomial real world application find out how polynomial are helping to make self-driving car a reality this resource is from the ck-12 library	0
subject-verb agreement with long noun phrase noun phrase one point grammar lesson 3 9 9 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
quantifier determiner one point grammar lesson 3 8 6 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
weather game fun stuff student will play this weather game to choose different picture and definition of weather like raining snowing and sunny weather great way to use technology in the classroom playing this game	1
virtual manipulatives this website is loaded with manipulative that you can use to enhance your child ability in many area of math the most current version of java tm is required to run the application	0
proclamation of 1763 video in 1754 the idea of a great war between england and the thirteen british colony wa unthinkable yet somehow a mere 25 year later the two nation we are at irrevocable war how could this possibly happen this video explores some of the early event that led to the eventual separation of the british colony from england student will utilize this lesson to better understand the precise detail of explanation or description pertaining to the early event of the revolutionary war further they will better be able to determine the central idea of this point in history and provide an accurate summary of the event and individual involved in this complex moment in history content outline early event leading to revolutionary war french-indian war 1753-1763 albany plan for the union 1754 british debt proclamation of 1763 ohio valley 10 minute video	0
christmas carol some carol video by level	1
spanish vocabulary bedroom furniture and household item crossword puzzle this pictorial crossword on bedroom furniture and household item el dormitory loch mumble y loch art and acute culoch mod and acute stoic is for teacher and student alike who are interested in teaching or learning spanish direction fill in the grid with the corresponding spanish word for the given picture clue answer are included download and have fun	0
5th grade biome this website provides detail information about the different biome	0
general music whole and half step teach student to discern whole and hal step when seen in music notation	0
practice learned the java theory start the practice level 1	0
promoting active learning cpd or inset session on active learning in the classroom	0
bilingual science resource for primary digital education to learn by playing elesapiens is an ecosystem of didactic digital unit made up of the natural science social science and the environment that combine the world of entertainment with curriculum content it is specially designed for child between the age of 7 and 13	0
intro to comma usage this is a unit on some basic knowledge of comma usage especially with prepositional phrase and dealing with two clause	0
pupil evaluation potential audit of a course	0
testing solution for linear inequality in two variable a taxi cab charge $ 2 per mile plus $ 0 20 per stopped minute in traffic if your cab bill total le than $ 10 but more than $ 5 which of the following could have occurred during your ride a you traveled 5 mile and sat in traffic for 3 minute b you traveled 2 mile and sat in traffic for 2 minute c you traveled 4 mile and sat in traffic for 6 minute this resource is from the ck-12 library	0
chinese culture-making chinese fried noodle and learn some chinese let u cook and enjoy chinese fried noodle also learning a few word in chinese	0
booknotes for life of pi about studymode studymode is the world largest learning community for student we we are founded in 1999 on the idea that learning is mean to be social we have built a platform for student to find to create and to share over 100m flashcard and 2m research document on common school subject studymode book note maybe you missed a class or maybe you just can not quite comprehend stream of consciousness style either way studymode com ha you covered when it come to free book note on the most widely read book in high school and college curriculum life of pi book note provide professionally written book summary including character plot summary analysis of major theme and a discussion of important theme and symbol you will also find quiz discussion question and suggested reading list to enhance your understanding of the material	0
what is that you say using song lyric from various current song student listen to use this worksheet to have the analyze and annotate the lyric	0
calorie competition in calorie competition student use their favorite fast food item to practice persuasive reading and writing a pediatric nutritionist they have to advise child and their caregiver on healthy food choice they read and interpret persuasive text and info graphic before gathering information about fast food they then present to a class of 6th grader and write their final persuasive letter about fast food the task end with the opportunity to develop persuasive writing in several way this performance task ha edition for 7 different fast food item including chicken sandwich hamburger and onion ring	0
writing a scientic report this worksheet focus on teaching student how to properly write the title aim and the hypothesis of a scientific report a template is provided to assist and guide student to more effectively writing either an title aim or hypothesis using this template student are required to correctly rewrite the title aim or hypothesis of various experiment this worksheet also help to develop student understanding of dependent and independent variable further instruction or tip and suggested answer are provided in page two of the document	0
adjective with est and most adjective one point grammar lesson 1 9 7 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
assignment assignment in form of q an	0
project graphing quadratic equation this project is designed for any algebra 1 classroom student match the equation the graph the root line of symmetry and vertex for twelve problem	0
reality revolution popular tv show in reality revolution student use real audience data from their favorite reality tv show to practice finding percent increase and decrease and using basic probability a tv producer they have to use the historical data to determine whether a further series should be commissioned and they also learn some of the vocabulary used in this industry along the way this performance task ha different edition for 6 reality show including america got talent the apprentice and the voice i loved the structure of the worksheet for teacher and student too kelly a middle school math teacher st louis mo the student did not believe this wa real data and wanted to check when they knew it wa real data they we are really engaged i would use one of these every week to peak student interest around math tisheema bush 7th grade stem teacher orange county ca	0
overview of noun noun and pronoun one point grammar lesson 3 7 1 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
resource for student created parody this is just a list of example of song or poem to use and parody with some sample idea of what kind of parody have been or could be done this is meant to go with my parody lesson plan	0
author point of view mini unit everything you need to teach a mini-unit on author point of view it includes two quiz and two practice sheet	0
diving destination country and state in diving destination student use height of popular diving destination to practice solving equation that involve square root sketching and interpreting graph of relationship between two quantity a a sport consultant they will help their client identify a good practice location in a specific country or state this performance task ha different edition for 10 diving destination area including canada jamaica australia and hawaii	0
welcome back to school this prize wa created to introduce my family and consumer science class to my student	0
adverb clause of purpose and result adverb clause one point grammar lesson 3 6 5 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
make cartoon character speak dialogue writing activity	0
mother to son by langston hughes text and question this harlem renaissance poem us metaphor to depict a mother struggle in life	0
personal pronoun and possessive determiner noun and pronoun one point grammar lesson 3 7 2 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
cell division this slide show or lesson plan recap the function of living organism and focus on the aspect of growth and repair it explains the basic of dna replication and cell devision it also discus stem cell and their role in growth and the 200 plus cell that we are made from the lesson ha several writing task to evaluate understanding and stretch imagination a to what can be achieved using stem cell there is also a quick fire anagram quiz to check understanding of key word the lesson could be easily differentiated and the stem cell video go into considerable depth to advanced level video material stem cell video and dna replication next generation science standard addressed l 1 a structure and function system of specialized cell within organism help them perform the essential function of life hs-ls 1 -1 all cell contain genetic information in the form of dna molecule gene are region in the dna that contain the instruction that code for the formation of protein which carry out most of the work of cell hs-ls 1 -1 note this disciplinary core idea is also addressed by hs-ls 3 -1 multicellular organism have a hierarchical structural organization in which any one system is made up of numerous part and is itself a component of the next level hs-ls 1 -2 feedback mechanism maintain a living system s internal condition within certain limit and mediate behavior allowing it to remain alive and functional even a external condition change within some range feedback mechanism can encourage through positive feedback or discourage negative feedback what is going on inside the living system hs-ls 1 -3 l 1 b growth and development of organism in multicellular organism individual cell grow and then divide via a process called mitosis thereby allowing the organism to grow the organism begin a a single cell fertilized egg that divide successively to produce many cell with each parent cell passing identical genetic material two variant of each chromosome pair to both daughter cell cellular division and differentiation produce and maintain a complex organism composed of system of tissue and organ that work together to meet the need of the whole organism hs-ls 1 -4	0
pumpkin shape fun playdoh activity pack your student will love these jack-o-lantern themed downplay mat that will help them learn shape shape vocabulary and develop their fine motor skill a perfect complement to your seasonal themed activity the three style of mat included provide various option for differentiation form letter with downplay snake on mat with word make the shape or use downplay stamp or letter cookie cutter to stamp beginning sound or the whole word on mat without word student work individually or in small group to make themed word with downplay to prepare print card on card stock and laminate for durability file includes 0 downplay mat 10 different shape word or 3 style center sign you provide the downplay have fun common core aligned k g a 2 k g a 3 1 g a 1 l k 1 l k 2 l k 5 l k 6 l 1 1 l 1 2 l 1 5 l 1 6 l 2 1 be sure to check out my other downplay activity pack	1
medium critique sheet to help student critique medium	0
wwii the allied victory 1941-45 power point and keynote presentation mr harm ha designed a number of powerpoint and keynote presentation to help student understand history designed by a teacher for teacher this powerpoint focus on the allied victory in world war 2 this presentation is designed to give them an overview of the event leading up to the allied victory during world war ii student will be shown map animation and description of some of the major event leading to the ally winning the second world war the presentation is totally customizable allowing you to add your own picture graphic and animation to take what we have done even farther it come with presentation note to help you discus the subject and engage them in the event of world war ii at le than $ 4 00 it will save you time and lay the foundation for presentation that help student understand and remember the topic include north africa the eastern front invasion of italy the allied home front d-day battle of the bulge the pacific theater the atomic bomb number of slide 38 included in the presentation package 1 keynote presentation 2 power point presentation 3 text edit file of the outline of the presentation and presenter note the package is a digital download zip file of these three item we have a number of powerpoints related to world war 2 these unit are proven to engage student in a way that text book and documentary can not hundred of teacher are using these lesson plan to bring history to life for student it is a unit you will use year after year source mcdougal littel world history pattern of interaction the world at war world war ii chapter 32 section 4 the allied victory go here to learn more	0
subtracting integer short video	0
history of cuban-you s relation interactive time line with audio video image quiz question and text to help student explore the history relation between the cuba and the you s please see our other hstry resource for quick reference	0
center rotation chart for la and math with free recommended management app need easy to use language art and math station rotation chart there is also a recommendation for a free timer app that work well to manage any rotation chart the chart do not need to be changed or rotated since i meet with each group once everyday so i leave them up all year on the page after each chart i have each icon enlarged and labeled so you may post them on a separate chart for specific instruction for when student get to that station or center i left the specific time out of the chart because i like the flexibility to change the time for each station depending on the time i need them and if we run out of time i use a free multiple timer app called timer plus running on my i pad and sitting out for the student to see the sixth page of this document ha a sample image of what my management screen look like inside the app so you get a better idea of what it can do you can choose from a nice selection of subtle alarm that are not too startling when you preset that repeated time loop more elementary tech idea at	0
animal farm and satire george orwell s animal farm wa published in 1945 it message wa explicitly political a a statement and a satire against stalinism and the dictatorial socialism of the soviet union understanding this allegory gave deeper meaning to the talking animal who take control of their farm seventy year later doe this message of failed revolution resonate in a communist nation with a similar revolution and trajectory listen to learn how a later theatrical adaptation of the book is being understood in modern day china about this resource this resource feature a real world public radio story listening comprehension question and classroom discussion theme about listen current listen current make it easy to bring authentic voice and compelling non-fiction story to the classroom we curate the best of public radio to keep teaching connected to the real world and build student listening skill at the same time for more information and teaching idea	0
geography tools_lesson 2 water river sea second lesson link for kahoot game are in the handbook type of school or class secondary school subject involved geography english duration of unit or number of lesson 10 hour or 10 lesson teaching aim knowledge of the natural aspect of the landscape information about a geographic landscape and ability to recognize them knowledge of risk and opportunity about the interference of the intervention of human activity on the environment improving of oral iteration in english about geography issue learning outcome student will equal equal know word list about the landscape end the environment climate shore river mountain volcano natural phenomenon erosion volcanic eruption climate the result of human process change that take place in all landscape equal equal be able to knowledge of the word about a natural landscape give example of change in landscape a a result of human activity knowledge of the risk in the environment caused by the man difference between the natural risk and risk you can avoid equal equal be aware awareness about the weakness of the ecosystem integrated and supportable development relation man or environment estimation of the beauty of natural landscape and the variety of our planet	0
stock unit plan unit plan focusing on teaching stock	0
historical literacy a wide variety of resource covering you s specific country and world history	0
robust vocabulary pkt student learn a new word each day they record the definition part of speech and synonym in their vocabulary notebook after 10 word they use their note to complete this packet after completed student take a vocabulary quiz it is amazing to see student get comfortable with these word and apply them in their writing piece	0
spotify a song ela in spotify a song student use their favorite music artist to practice persuasive reading and writing in a real world context a money manager to their favorite artist they have to review their play and money made from spotify to persuade their record label to give them a greater share they review persuasive text on on line streaming and information about spotify and then prepare their argument to meet with the record company they then negotiate at a meeting with the record company before writing their final letter the task end with the opportunity to develop persuasive writing in several way this performance task ha edition for 13 different artist including ariana grande sam smith and coldplay	0
addition and subtraction math game 4 fun and engaging addition and subtraction dice game game include a template to make your own 6-sided and 10-sided dice great for building math fact fluency	0
black inventor video of black inventor	0
interactive north atlantic right whale sighting map interactive map of north atlantic right whale sighting contributed to the north atlantic right whale consortium click on the whale tail icon for more information on each sighting use the plus and to zoom in and out when using this map to view current sighting please keep in mind	0
alien juice bar the alien juice bar interactive game or activity wa developed by the lawrence hall of science -- gem the visitor mix drink for alien based on cabbage juice indicator and three challenge student review the ph of acid and base and learn the nuance of beginning neutralization and titration i have used this site and the worksheet also on spotlight alien juice bar worksheet a an introduction to acid-base instruction to my first year chemistry student it is a review for them from middle school and biology the student work the site and question at home and then i go into more advanced work in class middle school science student could do the activity after an introductory lesson	0
dirt on soil case study in soil erosion project in today society the importance of soil and it conservation is seldom recognized however soil and it conservation is fundamental to our existence most people realize that they need clean air and water to stay healthy few people though realize that their existence also depends on the soil soil support the growth of most of our food and fiber but soil also ha a much broader role in our ecosystem soil act a a filter cleaning air and water soil take up organic matter and recycles nutrient back to plant soil also hold and break down some toxic waste because soil play such a key role in existence we must conserve it and use it in a sustainable manner by completing this project student will understand the importance of soil a a natural resource that must be conserved	0
time qr code want to incorporate technology into your math lesson and have a self checking math workstation there are many free qr code reader available for download to use se an i pad or computer or other device using these card student will read time on the clock to the nearest 5 minute and then scan the qr code to see if they are correct i have laminated mine so that student can use dry erase marker to write on the task card	0
happy new year fun 4 pack your student will love ringing in the new year with this fun 4 pack a perfect complement to your themed activity this resource contains four super fun activity file includes write or stamp the room student work individually or in small group to find and write the word posted around the room on their recording sheet may also be used a a stamping center with material provided in this file playdoh mat the two style of downplay mat included provide various option for differentiation form letter with downplay snake on mat with word or use downplay stamp or letter cookie cutter to stamp beginning sound or the whole word on mat without word headband craft choice of 3 style writivity choice of 4 different prompt and 2 page topper have fun common core aligned l k 4 l k 5 l 1 1 l 1 2 l 1 4 l 1 5 l 1 6 l 2 4 l 2 5 w k 3 w 1 3 w 2 3 be sure to check out my other holiday and seasonal themed resource	1
stepping on the crack literary investigation to enrich the experience of stepping on the crack by mary downing hahn student will have the opportunity to delve in discus and research concept and idea associated with the text and the concept brought forth in the novel this document provides additional supplementary point to promote collaborate communication and cooperative discussion common core standard addressed key idea and detail cc ela-literacy rl 5 1quote accurately from a text when explaining what the text say explicitly and when drawing inference from the text cc ela-literacy rl 5 2determine a theme of a story drama or poem from detail in the text including how character in a story or drama respond to challenge or how the speaker in a poem reflects upon a topic summarize the text cc ela-literacy rl 5 3compare and contrast two or more character setting or event in a story or drama drawing on specific detail in the text e g how character interact craft and structure cc ela-literacy rl 5 4determine the meaning of word and phrase a they are used in a text including figurative language such a metaphor and simile cc ela-literacy rl 5 5explain how a series of chapter scene or stanza fit together to provide the overall structure of a particular story drama or poem cc ela-literacy rl 5 6describe how a narrator or speaker point of view influence how event are described	0
nasa new horizon student dust counter lesson the student dust counter is a student-built instrument aboard the nasa new horizon spacecraft on it mission to pluto a it travel to pluto and beyond sdc will provide information on the dust that strike the spacecraft during it fourteen-year journey across the solar system student-built instrument that fly aboard real nasa mission are an important way for the scientist and engineer of tomorrow to gain experience in space mission education is a natural aspect of the student dust counter effort the instrument team is dedicated to extending data from the sdc into k-12 classroom through the incorporation of the sdc data viewer into fully packaged and tested lesson that middle to high school teacher can use in their classroom here are three lesson based on actual sdc data complete with teacher guide and student handout the lesson explore standard deviation error analysis density data analysis and correlation aaa and n science standard are indicated	0
triangle are everywhere 1 worksheet 1 about triangle	0
watson go to birmingham digital cube activity_higher ability learner this cube activity engages student because it give them choice with the activity they complete to show their understanding of the novel they are reading the watson go to birmingham 1963 this particular cube ha been designed for the higher ability learner in your class	0
growth pattern to data table this is a worksheet that will allow student to record the data of a growth pattern in a data table	0
analyzing quadratic graph three multi-part question student use the graph of a quadratic function to answer each question	0
reading writing workshop starter bundle available on tpt this resource is thorough and well organized everything one need to set up a reader and writer workshop for middle school but useful for other grade too	0
aerobics lesson plan aerobics lesson plan for the australian curriculum	0
how entomologist catch insect spider and other creepy crawlies this article give an overview of the collection practice of entomologist to learn more about this course and the california academy of science please visit	0
volleyball cue and skill for 6th grader volleyball cue and skill for 6th grader	0
simile and metaphor in pop culture my student can easily mix up simile and metaphor this is a fantastic video that us popular song and movie clip to help illustrate the difference once they see it my kid usually ask me to replay it quite a few time throughout the school year it is also a great resource to use around review time	0
rock and mineral interactive quiz interactive test that ha 10 question to review and ass the knowledge and key concept presented in the video and other resource of the learning unit it take into account the number of correct answer and the time spent once the test is done student can revise their answer to check their strength and weakness on each restart the test rearranges the question so that the student have to think in order to come up with the right answer the full list of 15-25 question can be downloaded and printed out ng alignment es 1 -1 identify evidence from pattern in rock formation and fossil in rock layer to support an explanation for change in a landscape over time ms- es 2 -2 construct an explanation based on evidence for how bioscience process have changed earth surface at varying time and spatial scale elesapiens is a collection of digital educational resource in science and the humanity in line with the curriculum for child between 7 and 13 it content combine cartoon and entertainment with quality teaching learning is encouraged through video game experiment and project pbl want more	0
operation with polynomial study guide this study guide look at terminology for monomials and polynomial operation with polynomial foil and special product square of a binomial sum and difference pattern this resource is from the ck-12 library	0
spanish actfl proficiency level poster actfl s can-do statement help learner identify what they need to do to function at a specific level of proficiency but how can we make these clear and evident for student these poster are a great way to make these benchmark visible for student whether you re a veteran or just newly transitioning to proficiency-based curriculum these poster are a fantastic addition to your classroom how can i use it -post these poster around the room to help integrate curriculum and student buy-in -explain proficiency expectation to students-print for student at the beginning of a lesson or unit who is this for -k-12 spanish student includes -85 page of content-a chart of ncssfl-actfl global can-do benchmark in spanish version in color and black and white -a poster of the pyramid-style actfl proficiency scale in spanish version in color and black and white -10 individual proficiency-level poster in two style option these poster include the can-do statement in spanish for each mode communicant and acute n oral presentation and acute n oral communicant and acute n escritoire comprehension and acute n auditive y lecture from level novice low or principiante bajo to superior version in color and black and white	0
addition strategy new group above or new group below this four minute video explains how to add using two different strategy new group above is the traditional method in new group below the new ten is placed below for student to easily see the whole number	0
general music blue this is a blue lesson that i teach to 8th grade student it generally take 5 class period at 35 minute each	0
kitchen safety video project this is an example of the final product of a kitchen safety video project the project lesson plan is available under a separate title this is a good project for middle school student when starting a food unit or cooking lab this cover standard related to safety in the kitchen	0
dictionary defense in dictionary defense student use their favorite basketball player to practice consulting reference material to check and correct spelling they must read information about their favorite player and then write their own question to ask him when they finish they can repeat the activity using a different nba player this performance task ha edition for 30 basketball player including stephen curry anthony davis and carmelo anthony	0
graphic organizer for website evaluation use this graphic organizer to introduce website evaluation this is a great activity to determine student prior knowledge of evaluating website and their usefulness	0
literary doodle graphic organizer literary doodle graphic organizer literary doodle is an idea that combine the process of drawing with analytical thinking the lesson idea come from this site i created this graphic organizer to assist primary student in the process of drawing a doodle to help them understand text if you use the link listed you will be taken to an on line version of this organizer teaching k-8 student to visualize what they are reading and to create graphic symbol help them develop a reader doodle combine the process of drawing with analytical thinking about a text by pairing a drawing space with writing prompt that encourage student to make connection between their visual design and the text the organizer can be used for whole-class discussion of a short story or part of a novel small-group work or individually where student use doodle symbol drawing shape and color to construct a graphic of their story or chapter	0
teachme math missile the math war have begun answer math question correctly to launch missile and destroy those alien invader math missile is a fun way to practice and reinforce math concept with over 200 different way to practice math using question that are fully aligned with common core state standard a great game to engage student that normally do not like to practice math you will love the result when you see them answering 100 of question without them even realizing it	0
song of all time ela in song of all time student use real information about their favorite music artist to practice informational reading and writing a a and r manager for a record label they have to read a text and an info graphic to identify how information is given they then carry out research from provided resource and meet with a team to discus presentation of the information the task end with the opportunity to develop informational writing in several different way	0
the civilization of sumer the civilization of sume powerpoint	0
multiple intelligence activity fractional relationship unit often time we group kid by ability this tic-cat-toe board activity allows you to give kid choice with the activity they complete and engages them through exploring their particular intelligence garner while using a digital resource to explore relationship with fraction	0
kwhlaq chart new twist on the old favorite kwl chart	0
desert plant dichotomous key supplement to southwest plant dichotomous key power point the plant included are a variety of southwest tree cactus wildflower and landscaping specimen this can be used in flipped classroom exceptionally well aligns with texas essential knowledge and skill biology science concept the student know that taxonomy is a branching classification based on the shared characteristic of organism and can change a new discovery are made the student is expected to a define taxonomy and recognize the importance of a standardized taxonomic system to the scientific community b categorize organism using a hierarchical classification system based on similarity and difference shared among group and c compare characteristic of taxonomic group including archaize bacteria protest fungi plant and animal	0
each other and one another pronoun and determiner one point grammar lesson 2 4 4 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
laura bridgman she touched the world a smart board introduction to the book laura bridgman she touched the world it includes an artful thinking activity and a discussion of communication using a video about koko the gorilla this resource can also be used by student who are studying or reading about helen keller laura lost her sight hearing and ability to talk when she wa a toddler also interesting wa the fact that she also lost her sense of smell	0
son of liberty liberty pole this is a fun lesson about the son of liberty and the liberty pole like the liberty tree the colonist would make liberty pole with flag showing their unity against the british and make speech under them in this lesson student would make a liberty pole and then write a speech about the grievance they had against the british have your student give a speech under the liberty pole this lesson come with a lesson plan a rubric for how to make a flag for the liberty pole and a rubric for the protest speech it also come with four different flag template	0
recording sheet for basic fact this is a recoding sheet for student to document how they can use what they know to remember their basic fact	0
time capsule in time capsule student use their favorite place or event to practice composing narrative piece when they finish they can repeat the activity using a different place or event this essential ha edition for 8 different place and event including birthday party school and halloween	0
